date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:57:30	1440/1440	---M--	200	added ('OK')	image/png	etag:%225bbd7bea-5a0%22	https://themesbrand.com/agroxa/green/assets/images/logo-sm.png	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/logo-sm.png	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:30	5566/5566	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-15be%22	https://themesbrand.com/agroxa/green/assets/images/users/user-4.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-4.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:31	27064/27064	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-69b8%22	https://themesbrand.com/agroxa/green/email-inbox.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/email-inbox.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:31	18681/18681	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-48f9%22	https://themesbrand.com/agroxa/green/email-read.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/email-read.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:32	16909/16909	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-420d%22	https://themesbrand.com/agroxa/green/email-compose.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/email-compose.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:32	18606/18606	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-48ae%22	https://themesbrand.com/agroxa/green/ui-alerts.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-alerts.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:32	24020/24020	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-5dd4%22	https://themesbrand.com/agroxa/green/ui-buttons.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-buttons.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:33	15172/15172	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3b44%22	https://themesbrand.com/agroxa/green/ui-badge.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-badge.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:33	23245/23245	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-5acd%22	https://themesbrand.com/agroxa/green/ui-cards.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-cards.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:34	18184/18184	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-4708%22	https://themesbrand.com/agroxa/green/ui-carousel.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-carousel.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:34	59859/59859	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-e9d3%22	https://themesbrand.com/agroxa/green/ui-dropdowns.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-dropdowns.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:35	14800/14800	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-39d0%22	https://themesbrand.com/agroxa/green/ui-grid.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-grid.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:36	19180/19180	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-4aec%22	https://themesbrand.com/agroxa/green/ui-images.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-images.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:36	20650/20650	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-50aa%22	https://themesbrand.com/agroxa/green/ui-modals.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-modals.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:37	17969/17969	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-4631%22	https://themesbrand.com/agroxa/green/ui-pagination.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-pagination.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:37	15467/15467	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3c6b%22	https://themesbrand.com/agroxa/green/ui-popover-tooltips.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-popover-tooltips.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:38	19002/19002	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-4a3a%22	https://themesbrand.com/agroxa/green/ui-progressbars.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-progressbars.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:38	30385/30385	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-76b1%22	https://themesbrand.com/agroxa/green/ui-tabs-accordions.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-tabs-accordions.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:38	18627/18627	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-48c3%22	https://themesbrand.com/agroxa/green/ui-typography.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-typography.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:39	14855/14855	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3a07%22	https://themesbrand.com/agroxa/green/ui-video.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/ui-video.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:39	16954/16954	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-423a%22	https://themesbrand.com/agroxa/green/components-lightbox.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/components-lightbox.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:40	15430/15430	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3c46%22	https://themesbrand.com/agroxa/green/components-rangeslider.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/components-rangeslider.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:40	14761/14761	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-39a9%22	https://themesbrand.com/agroxa/green/components-session-timeout.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/components-session-timeout.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:40	16243/16243	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3f73%22	https://themesbrand.com/agroxa/green/components-sweet-alert.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/components-sweet-alert.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:41	17544/17544	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-4488%22	https://themesbrand.com/agroxa/green/form-elements.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/form-elements.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:41	17045/17045	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-4295%22	https://themesbrand.com/agroxa/green/form-validation.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/form-validation.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:42	27437/27437	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-6b2d%22	https://themesbrand.com/agroxa/green/form-advanced.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/form-advanced.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:42	15189/15189	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3b55%22	https://themesbrand.com/agroxa/green/form-editors.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/form-editors.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:42	13833/13833	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3609%22	https://themesbrand.com/agroxa/green/form-uploads.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/form-uploads.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:43	15131/15131	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3b1b%22	https://themesbrand.com/agroxa/green/form-xeditable.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/form-xeditable.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:43	18221/18221	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-472d%22	https://themesbrand.com/agroxa/green/charts-chartist.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/charts-chartist.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:44	16570/16570	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-40ba%22	https://themesbrand.com/agroxa/green/charts-chartjs.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/charts-chartjs.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:44	16153/16153	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3f19%22	https://themesbrand.com/agroxa/green/charts-flot.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/charts-flot.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:45	16631/16631	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-40f7%22	https://themesbrand.com/agroxa/green/charts-c3.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/charts-c3.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:45	16261/16261	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3f85%22	https://themesbrand.com/agroxa/green/charts-morris.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/charts-morris.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:45	15429/15429	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3c45%22	https://themesbrand.com/agroxa/green/charts-other.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/charts-other.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:46	18349/18349	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-47ad%22	https://themesbrand.com/agroxa/green/tables-basic.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/tables-basic.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:46	29682/29682	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-73f2%22	https://themesbrand.com/agroxa/green/tables-datatable.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/tables-datatable.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:47	21508/21508	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-5404%22	https://themesbrand.com/agroxa/green/tables-responsive.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/tables-responsive.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:47	14147/14147	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3743%22	https://themesbrand.com/agroxa/green/tables-editable.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/tables-editable.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:48	258746/258746	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3f2ba%22	https://themesbrand.com/agroxa/green/icons-material.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/icons-material.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:48	65177/65177	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-fe99%22	https://themesbrand.com/agroxa/green/icons-ion.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/icons-ion.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:49	108899/108899	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-1a963%22	https://themesbrand.com/agroxa/green/icons-fontawesome.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/icons-fontawesome.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:49	41976/41976	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-a3f8%22	https://themesbrand.com/agroxa/green/icons-themify.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/icons-themify.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:50	31383/31383	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-7a97%22	https://themesbrand.com/agroxa/green/icons-dripicons.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/icons-dripicons.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:50	40575/40575	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-9e7f%22	https://themesbrand.com/agroxa/green/icons-typicons.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/icons-typicons.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:50	13494/13494	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-34b6%22	https://themesbrand.com/agroxa/green/calendar.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/calendar.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:51	14397/14397	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-383d%22	https://themesbrand.com/agroxa/green/maps-google.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/maps-google.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:51	14773/14773	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-39b5%22	https://themesbrand.com/agroxa/green/maps-vector.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/maps-vector.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:52	28828/28828	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-709c%22	https://themesbrand.com/agroxa/green/layouts-dark-sidebar.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/layouts-dark-sidebar.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:52	29686/29686	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-73f6%22	https://themesbrand.com/agroxa/green/layouts-sidebar-user.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/layouts-sidebar-user.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:53	28841/28841	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-70a9%22	https://themesbrand.com/agroxa/green/layouts-small.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/layouts-small.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:53	28550/28550	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-6f86%22	https://themesbrand.com/agroxa/green/layouts-title2.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/layouts-title2.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:53	2835/2835	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-b13%22	https://themesbrand.com/agroxa/green/pages-login.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-login.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:54	2769/2769	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-ad1%22	https://themesbrand.com/agroxa/green/pages-register.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-register.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:54	2271/2271	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-8df%22	https://themesbrand.com/agroxa/green/pages-recoverpw.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-recoverpw.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:55	2430/2430	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-97e%22	https://themesbrand.com/agroxa/green/pages-lock-screen.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-lock-screen.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:55	17215/17215	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-433f%22	https://themesbrand.com/agroxa/green/pages-timeline.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-timeline.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:55	15667/15667	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-3d33%22	https://themesbrand.com/agroxa/green/pages-invoice.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-invoice.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:56	23387/23387	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-5b5b%22	https://themesbrand.com/agroxa/green/pages-directory.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-directory.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:57	13245/13245	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-33bd%22	https://themesbrand.com/agroxa/green/pages-blank.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-blank.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:57	1680/1680	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-690%22	https://themesbrand.com/agroxa/green/pages-404.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-404.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:58	1777/1777	---MCZ	200	added ('OK')	text/html	etag:W/%225bbd7bea-6f1%22	https://themesbrand.com/agroxa/green/pages-500.html	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/pages-500.html	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:58	6109/6109	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-17dd%22	https://themesbrand.com/agroxa/green/assets/images/users/user-1.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-1.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:58	8250/8250	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-203a%22	https://themesbrand.com/agroxa/green/assets/images/users/user-2.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-2.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:59	5337/5337	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-14d9%22	https://themesbrand.com/agroxa/green/assets/images/users/user-3.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-3.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:57:59	6257/6257	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-1871%22	https://themesbrand.com/agroxa/green/assets/images/users/user-5.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-5.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:00	7114/7114	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-1bca%22	https://themesbrand.com/agroxa/green/assets/images/users/user-6.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-6.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:00	6649/6649	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-19f9%22	https://themesbrand.com/agroxa/green/assets/images/users/user-7.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-7.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:01	6265/6265	---M--	200	added ('OK')	image/jpeg	etag:%225bbd7bea-1879%22	https://themesbrand.com/agroxa/green/assets/images/users/user-8.jpg	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/images/users/user-8.jpg	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:02	86926/86926	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-1538e%22	https://themesbrand.com/agroxa/green/assets/js/jquery.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/js/jquery.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:02	70966/70966	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-11536%22	https://themesbrand.com/agroxa/green/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/js/bootstrap.bundle.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:02	5807/5807	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-16af%22	https://themesbrand.com/agroxa/green/assets/js/metisMenu.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/js/metisMenu.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:03	13832/13832	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-3608%22	https://themesbrand.com/agroxa/green/assets/js/jquery.slimscroll.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/js/jquery.slimscroll.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:03	6329/6329	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-18b9%22	https://themesbrand.com/agroxa/green/assets/js/waves.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/green/assets/js/waves.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:03	43247/43247	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-a8ef%22	https://themesbrand.com/agroxa/plugins/jquery-sparkline/jquery.sparkline.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/jquery-sparkline/jquery.sparkline.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:04	3715/3715	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-e83%22	https://themesbrand.com/agroxa/plugins/peity/jquery.peity.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/peity/jquery.peity.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:04	35652/35652	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-8b44%22	https://themesbrand.com/agroxa/plugins/morris/morris.min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/morris/morris.min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
19:58:05	92651/92651	---M--	200	added ('OK')	application/javascript	etag:%225bbd7bea-169eb%22	https://themesbrand.com/agroxa/plugins/raphael/raphael-min.js	C:/My%20Web%20Sites/dashboaredcrean/themesbrand.com/agroxa/plugins/raphael/raphael-min.js	(from https://themesbrand.com/agroxa/green/layouts-collapsed.html)
